Ndnf-IRES2-dgCre,579978640
Htr3a-Cre_NO152,439024551
Nkx2-1-CreERT2,561515555
Htr3a-Cre_NO152,561532476
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,593253205
Vip-IRES-Cre,570589704
Pvalb-IRES-Cre,567952169
Pvalb-IRES-Cre,488440436
Htr3a-Cre_NO152,477278032
Pvalb-IRES-Cre,482444444
Sst-IRES-Cre,464198958
Chat-IRES-Cre-neo,582644266
Sst-IRES-Cre,478412623
Sst-IRES-Cre,490789494
Chat-IRES-Cre-neo,586070820
Ndnf-IRES2-dgCre,564409183
Htr3a-Cre_NO152,576768088
Gad2-IRES-Cre,594480606
Vip-IRES-Cre,535708196
Sst-IRES-Cre,329241587
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,586073683
Htr3a-Cre_NO152,327997484
Cux2-CreERT2,487352877
Htr3a-Cre_NO152,475625477
Pvalb-IRES-Cre,510706277
Htr3a-Cre_NO152,486941367
Nkx2-1-CreERT2,554807924
Pvalb-IRES-Cre,485630699
Sst-IRES-Cre,491029832
Pvalb-IRES-Cre,510715606
Pvalb-IRES-Cre,569723367
Htr3a-Cre_NO152,504120613
Ctgf-T2A-dgCre,557859579
Ndnf-IRES2-dgCre,556922061
Htr3a-Cre_NO152,522408506
Nkx2-1-CreERT2,606346614
Pvalb-IRES-Cre,478958894
Htr3a-Cre_NO152,482521571
Chat-IRES-Cre-neo,587055109
Sst-IRES-Cre,328015342
Pvalb-IRES-Cre,488707768
Sst-IRES-Cre,313862167
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,585832440
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,596808442
Vipr2-IRES2-Cre,573404307
Htr3a-Cre_NO152,481004298
Chrna2-Cre_OE25,569457730
Htr3a-Cre_NO152|Pvalb-T2A-Dre,580162374
Pvalb-IRES-Cre,571314481
Vip-IRES-Cre,501570114
Htr3a-Cre_NO152,477879512
Htr3a-Cre_NO152,475585413
Pvalb-IRES-Cre,491038812
Vip-IRES-Cre,565213849
Htr3a-Cre_NO152,569286299
Chrna2-Cre_OE25,569960365
Nos1-CreERT2|Sst-IRES-FlpO,547616623
Vip-IRES-Cre,582632160
Nkx2-1-CreERT2,566756038
Gad2-IRES-Cre,323535089
Htr3a-Cre_NO152,481136214
Pvalb-IRES-Cre,574067499
Pvalb-IRES-Cre,330154280
Ndnf-IRES2-dgCre,565723357
Vip-IRES-Cre,531121585
Rorb-IRES2-Cre,488495740
Pvalb-IRES-Cre,485184849
Pvalb-IRES-Cre,591268268
Htr3a-Cre_NO152,478110866
Pvalb-IRES-Cre,478795872
Htr3a-Cre_NO152,564410651
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,586073346
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,609775336
Nos1-CreERT2,530737765
Vip-IRES-Cre,562535995
Htr3a-Cre_NO152,553561593
Vip-IRES-Cre,593646143
Nkx2-1-CreERT2,561519381
Rorb-IRES2-Cre,486513293
Ndnf-IRES2-dgCre,574734127
Nkx2-1-CreERT2,566563603
Sst-IRES-Cre,475580568
Pvalb-IRES-Cre,479298854
Oxtr-T2A-Cre,565417112
Htr3a-Cre_NO152|Pvalb-T2A-Dre,586366106
Ndnf-IRES2-dgCre,538162646
Htr3a-Cre_NO152,464191630
Vip-IRES-Cre,524675712
Vip-IRES-Cre,591396115
Pvalb-IRES-Cre,471087830
Pvalb-IRES-Cre,321707833
Chat-IRES-Cre-neo,583148615
Chrna2-Cre_OE25|Pvalb-T2A-Dre,583454722
Pvalb-IRES-Cre,321707905
Vip-IRES-Cre,568757860
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,585952606
Nos1-CreERT2|Sst-IRES-FlpO,573636382
Vip-IRES-Cre,524689239
Pvalb-IRES-Cre,321708130
Nkx2-1-CreERT2,566543480
Scnn1a-Tg2-Cre,478891084
Pvalb-IRES-Cre,484635029
Nkx2-1-CreERT2,554807988
Vip-IRES-Cre,562530336
Gad2-IRES-Cre,594091004
Sst-IRES-Cre,490173806
Pvalb-IRES-Cre,478949560
Pvalb-IRES-Cre,569723405
Nos1-CreERT2,561039262
Htr3a-Cre_NO152,327706437
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,609435731
Ndnf-IRES2-dgCre,569251652
Pvalb-IRES-Cre,581404810
Htr3a-Cre_NO152,482649712
Chat-IRES-Cre-neo,568447613
Ndnf-IRES2-dgCre,530235049
Pvalb-IRES-Cre,487400838
Nos1-CreERT2,524074295
Pvalb-IRES-Cre,487306716
Htr3a-Cre_NO152,575001377
Vip-IRES-Cre,523478821
Vipr2-IRES2-Cre,573685602
Nkx2-1-CreERT2,566674875
Nkx2-1-CreERT2,566305266
Pvalb-IRES-Cre,321704734
Sst-IRES-Cre,473540161
Vipr2-IRES2-Cre,579662957
Scnn1a-Tg2-Cre,467782778
Htr3a-Cre_NO152,555345752
Htr3a-Cre_NO152,481003593
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,609183903
Htr3a-Cre_NO152,583804142
Pvalb-IRES-Cre,485048967
Htr3a-Cre_NO152,561552455
Rorb-IRES2-Cre,488491186
Chrna2-Cre_OE25|Pvalb-T2A-Dre,593618144
Htr3a-Cre_NO152,569278799
Pvalb-IRES-Cre,396369826
Nkx2-1-CreERT2,566760952
Chat-IRES-Cre-neo,556968207
Vip-IRES-Cre,582917630
Pvalb-IRES-Cre,488501071
Sst-IRES-Cre,475202388
Htr3a-Cre_NO152|Pvalb-T2A-Dre,580161872
Slc32a1-T2A-FlpO|Vipr2-IRES2-Cre,585947309
Htr3a-Cre_NO152,479220013
Sst-IRES-Cre,475068599
Htr3a-Cre_NO152,519749342
Pvalb-IRES-Cre,573948335
Ndnf-IRES2-dgCre,569407114
Chat-IRES-Cre-neo,586071425
Nkx2-1-CreERT2,561517025
Pvalb-IRES-Cre,567446579
Htr3a-Cre_NO152,479218494
Rorb-IRES2-Cre,488697964
Pvalb-IRES-Cre,471077857
Htr3a-Cre_NO152,584872371
Chat-IRES-Cre-neo,585944237
Ndnf-IRES2-dgCre,569412397
Htr3a-Cre_NO152,583822407
