"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
"Arhgap18",1.23557179896561e-104,0.649759934198579,0.881,0.691,5.6549650095058e-100,"Arhgap18"
"Kcnab1",2.1135487364689e-104,0.615311536612514,0.934,0.792,9.67328985707086e-100,"Kcnab1"
"St6galnac5",2.19945740920091e-104,0.795686620721565,0.717,0.405,1.00664766704307e-99,"St6galnac5"
"Gm1604b",1.39853415686919e-102,0.27806275122744,0.773,0.421,6.40081112915893e-98,"Gm1604b"
"Pkp4",1.54659624518004e-102,0.621950859713527,0.973,0.915,7.07846169493999e-98,"Pkp4"
"Etv6",2.63889844002736e-102,0.610105520631214,0.818,0.577,1.20777103803172e-97,"Etv6"
"Sema3a",2.77631425829015e-102,0.565388592640841,0.744,0.442,1.27066350973424e-97,"Sema3a"
"Scn1a",1.2138541566416e-101,0.607430024687343,0.992,0.975,5.55556770411727e-97,"Scn1a"
"Myo1e",5.63577018509223e-101,0.692152572265501,0.597,0.314,2.57937929831301e-96,"Myo1e"
"Mgat4c",2.74110138775831e-100,0.711270653320601,0.95,0.843,1.25454728314922e-95,"Mgat4c"
"Syt2",3.00708928360935e-100,0.502194107027533,0.472,0.184,1.37628462332233e-95,"Syt2"
"Slc35f3",3.31086938722843e-100,0.598322039439747,0.842,0.606,1.51531870114671e-95,"Slc35f3"
"Mpped2",1.10738803080804e-99,0.439010611859619,0.842,0.545,5.06829353940224e-95,"Mpped2"
"Prkacb",7.21888205222623e-99,0.559579169382993,0.985,0.903,3.3039379376629e-94,"Prkacb"
"Ephb6",2.87152956317121e-98,0.398627297576737,0.783,0.435,1.3142416504722e-93,"Ephb6"
"Ntm",3.12292541304744e-98,0.596807146692574,1,0.989,1.42930050304355e-93,"Ntm"
"Gabrd",3.83662629992737e-98,0.633945312332672,0.717,0.438,1.75594712495076e-93,"Gabrd"
"Adamts1",9.62424733031441e-98,0.362404967978661,0.456,0.143,4.4048255181383e-93,"Adamts1"
"Rbms1",1.30227044665364e-97,0.382568606768248,0.815,0.511,5.96023138024439e-93,"Rbms1"
"Tm6sf1",2.77000882509317e-97,0.456712763737767,0.901,0.688,1.26777763906864e-92,"Tm6sf1"
"Moxd1",3.86397204266655e-97,0.732403310895921,0.502,0.196,1.76846272448763e-92,"Moxd1"
"Kcnk12",1.01816030460494e-96,0.250039473418556,0.733,0.404,4.65991608211589e-92,"Kcnk12"
"Prickle2",2.03483573718546e-96,0.586316305765431,0.965,0.871,9.31303620195043e-92,"Prickle2"
"Tgfb3",3.83901550308948e-96,0.309466212671392,0.627,0.296,1.75704061545399e-91,"Tgfb3"
"Cers6",6.80852651294531e-96,0.589897260223808,0.969,0.831,3.11612641444481e-91,"Cers6"
"Rbp4",8.09811420401806e-96,0.660337233335584,0.766,0.417,3.70634490889499e-91,"Rbp4"
"Pacsin2",3.41372799146811e-95,0.533854589318117,0.93,0.783,1.56239502713513e-90,"Pacsin2"
"St8sia1",4.58405266497428e-95,0.342761994969473,0.826,0.552,2.09802922370543e-90,"St8sia1"
"Rnf144b",1.03632482189999e-94,0.339774416989489,0.77,0.492,4.74305144487186e-90,"Rnf144b"
"Kcnk3",2.63315667108442e-94,0.280580089215265,0.849,0.564,1.20514314522192e-89,"Kcnk3"
"Samd5",8.71938543536705e-94,0.418477427096175,0.892,0.549,3.99068832605879e-89,"Samd5"
"Slc30a3",1.67956625986538e-93,0.377955675559766,0.853,0.535,7.68703885815185e-89,"Slc30a3"
"2610100L16Rik",2.56806649688278e-93,0.425356080050204,0.877,0.636,1.17535267429331e-88,"2610100L16Rik"
"Esrrg",5.70947673994282e-93,0.953285320566703,0.877,0.713,2.61311331433703e-88,"Esrrg"
"Creb3l2",9.57766158193563e-93,0.264733139298377,0.734,0.39,4.3835041528203e-88,"Creb3l2"
"Nebl",1.9084142148721e-92,0.573926517973919,0.978,0.944,8.73443017862661e-88,"Nebl"
"Stard9",5.84402997180858e-92,0.36764647235786,0.686,0.413,2.67469563749735e-87,"Stard9"
"Klf12",7.80650160828426e-92,0.654652799650695,0.971,0.937,3.57287965607954e-87,"Klf12"
"Epb4.1l3",8.88408239210836e-92,0.500870725414158,0.976,0.891,4.06606682922016e-87,"Epb4.1l3"
"Inpp5j",2.44210115436e-91,0.555799043531811,0.793,0.562,1.11770085632748e-86,"Inpp5j"
"St5",6.69333700808232e-91,0.461735451450175,0.841,0.653,3.06340648185912e-86,"St5"
"Scn9a",1.49843197738737e-90,0.316152721610974,0.722,0.417,6.85802347410651e-86,"Scn9a"
"Lgi3",1.58974186044009e-90,0.339781478585477,0.79,0.479,7.2759305468622e-86,"Lgi3"
"Elavl2",6.59876468214688e-90,0.575252850046758,0.98,0.89,3.02012261972499e-85,"Elavl2"
"Sptb",8.61749189116252e-90,0.343071359961175,0.919,0.678,3.94405368874726e-85,"Sptb"
"Hunk",1.42831151740521e-89,0.446204886017888,0.823,0.565,6.53709615286018e-85,"Hunk"
"Far2",1.8510143581251e-88,0.465593559614279,0.922,0.753,8.47172251426695e-84,"Far2"
"Cep83",5.79131151823227e-88,0.44315326625975,0.917,0.76,2.65056745566455e-83,"Cep83"
"Manba",9.52204027226173e-88,0.374806724907942,0.787,0.503,4.35804739180875e-83,"Manba"
"1700086L19Rik",3.06386440341748e-87,0.413083684695539,0.903,0.623,1.40226946015611e-82,"1700086L19Rik"
"Stac2",5.83687961586412e-87,0.250903196411848,0.936,0.763,2.67142306258869e-82,"Stac2"
"Gm1604A",1.07009593975793e-86,0.315219388103282,0.997,0.993,4.8976150970841e-82,"Gm1604A"
"Ccdc136",1.38379993428373e-85,0.440231257949586,0.978,0.903,6.3333755392298e-81,"Ccdc136"
"N28178",2.15188012901705e-85,0.395923637020697,0.936,0.71,9.84872497448525e-81,"N28178"
"Plcxd3",1.25121359178379e-84,0.686886320625977,0.965,0.949,5.72655436687604e-80,"Plcxd3"
"Gria4",2.64513880197097e-84,0.62257021429747,0.993,0.974,1.21062712688607e-79,"Gria4"
"Tenm2",3.0494911833416e-84,0.713417776070679,0.992,0.978,1.39569112479178e-79,"Tenm2"
"Fut9",3.14888297457762e-84,0.454493414316451,0.95,0.798,1.44118075980468e-79,"Fut9"
"Klhl32",3.68509855869525e-84,0.497171509824448,0.949,0.805,1.68659590834364e-79,"Klhl32"
"Rab3b",1.16779597636843e-83,0.540666834370371,0.966,0.771,5.34476862464303e-79,"Rab3b"
"Ahr",3.3336424430873e-83,0.268788460009049,0.602,0.29,1.52574147335219e-78,"Ahr"
"Rtn4rl1",2.59284695046619e-82,0.355528314179189,0.747,0.479,1.18669419228936e-77,"Rtn4rl1"
"Tac1",1.23504661162236e-81,0.753739780665456,0.228,0.029,5.65256133207323e-77,"Tac1"
"Kcna1",1.42010244173944e-81,0.517065359500976,0.905,0.708,6.49952485535309e-77,"Kcna1"
"Sh3kbp1",1.70963712223987e-81,0.448271513707498,0.956,0.814,7.82466718106745e-77,"Sh3kbp1"
"Msrb3",1.33437502608008e-80,0.275940733165824,0.68,0.401,6.10716761936332e-76,"Msrb3"
"Sash1",2.18245038722471e-80,0.377483409301086,0.93,0.695,9.98863893225005e-76,"Sash1"
"Mef2c",2.37926048584863e-80,0.604995436883438,0.984,0.967,1.0889399391632e-75,"Mef2c"
"Csrnp3",2.78098673328599e-80,0.509764604443084,0.978,0.921,1.27280200809033e-75,"Csrnp3"
"Myo5b",4.98493179996706e-80,0.31775632313498,0.524,0.268,2.28150358620892e-75,"Myo5b"
"Cplx1",7.20192659642998e-80,0.68185064494007,0.989,0.933,3.29617776465407e-75,"Cplx1"
"Gpr83",1.11300441624106e-79,0.433634240280815,0.543,0.253,5.09399861225209e-75,"Gpr83"
"Kcnq3",1.87372618844939e-79,0.546291605344349,0.961,0.869,8.57567001929516e-75,"Kcnq3"
"Enox1",1.2257921456279e-78,0.645084254833936,0.992,0.975,5.61020549210975e-74,"Enox1"
"A930029G22Rik",1.30241828073439e-78,0.283240796617905,0.659,0.377,5.96090798726517e-74,"A930029G22Rik"
"Usp25",1.63379914685571e-78,0.441111703654252,0.907,0.755,7.47757193532923e-74,"Usp25"
"Strbp",1.15387961850028e-76,0.415957337391519,0.995,0.982,5.28107623795206e-72,"Strbp"
"Zswim6",1.77751656759587e-76,0.499160054182638,0.943,0.85,8.13533782657279e-72,"Zswim6"
"Neto2",1.79039722512886e-76,0.526288894426235,0.882,0.64,8.19429001996976e-72,"Neto2"
"Akr1c18",2.3133317748483e-76,0.31766467851382,0.252,0.044,1.05876568671257e-71,"Akr1c18"
"Tenm4",3.92312994669812e-76,0.507089746744339,0.976,0.913,1.79553811400479e-71,"Tenm4"
"Galnt9",3.9395365681118e-76,0.27988126462854,0.798,0.479,1.80304709649341e-71,"Galnt9"
"Lhfp",5.27541491271799e-76,0.25559996205335,0.559,0.289,2.41445189725277e-71,"Lhfp"
"Etl4",7.07004948500552e-76,0.528978973124938,0.992,0.981,3.23582024829733e-71,"Etl4"
"Rcan2",7.19249927241529e-76,0.476339201765672,0.992,0.934,3.29186306699903e-71,"Rcan2"
"Crtac1",1.98740590672015e-75,0.465536036078615,0.808,0.523,9.09595935387677e-71,"Crtac1"
"Chchd3",1.30795394084168e-74,0.488187242301112,0.956,0.875,5.98624359644419e-70,"Chchd3"
"Cpeb3",2.46420238837725e-74,0.537967466770238,0.984,0.958,1.1278161491125e-69,"Cpeb3"
"Pip5kl1",6.13342975577907e-74,0.283441041027307,0.623,0.335,2.80714813062496e-69,"Pip5kl1"
"Hcn1",6.68545801509881e-74,0.56346047956909,0.979,0.941,3.05980042435043e-69,"Hcn1"
"Rarb",7.43727428339729e-74,0.431775513919804,0.796,0.609,3.40389169402527e-69,"Rarb"
"Adamts6",2.42044361871092e-73,0.377303361905793,0.779,0.595,1.10778863541161e-68,"Adamts6"
"Cacna1a",1.80862534416414e-72,0.50825351696055,0.98,0.927,8.27771647517043e-68,"Cacna1a"
"Ifitm10",3.04840716548278e-72,0.351208566719891,0.852,0.609,1.39519499149816e-67,"Ifitm10"
"Specc1",5.59356362780559e-72,0.446907317189926,0.935,0.829,2.56006220117406e-67,"Specc1"
"Kcnc1",6.72330239531027e-72,0.635295609118026,0.989,0.956,3.07712104028561e-67,"Kcnc1"
"Lypd6b",8.77841044721759e-72,0.355642888697109,0.72,0.41,4.01770289348254e-67,"Lypd6b"
"Prkg1",1.38424754516595e-71,0.604815390597871,0.953,0.88,6.33542416471552e-67,"Prkg1"
"Itpr1",2.59581950475683e-71,0.478558339764003,0.884,0.729,1.18805467093711e-66,"Itpr1"
"Col19a1",5.98977541911701e-71,0.533593227751936,0.939,0.782,2.74140041382147e-66,"Col19a1"
"Sorbs2",2.06495577783122e-70,0.47767066382353,0.952,0.883,9.45088960397791e-66,"Sorbs2"
"Gm30340",1.27926149010218e-69,0.303838642046362,0.702,0.499,5.85492398789966e-65,"Gm30340"
"Fam13c",3.85994049883654e-69,0.359563771436224,0.948,0.822,1.76661756750751e-64,"Fam13c"
"Oxr1",7.97290743942732e-69,0.500616924193981,0.993,0.964,3.6490402768771e-64,"Oxr1"
"Sytl2",1.2275429825302e-68,0.339961327086642,0.732,0.468,5.61821872244421e-64,"Sytl2"
"Ttll7",1.65652252542206e-68,0.376939525387205,0.981,0.907,7.5815722943517e-64,"Ttll7"
"Tle4",6.70476032003836e-68,0.348357028260085,0.952,0.871,3.06863470327516e-63,"Tle4"
"Pnkd",1.41655269274701e-67,0.385408662462989,0.948,0.852,6.48327836416452e-63,"Pnkd"
"A330050F15Rik",2.23217274131719e-67,0.254189506277857,0.692,0.417,1.02162082024605e-62,"A330050F15Rik"
"Nefh",2.36057382828706e-67,0.309150295737774,0.706,0.455,1.08038742973042e-62,"Nefh"
"Adrbk2",4.1124427009608e-67,0.402646428580025,0.945,0.837,1.88218277537574e-62,"Adrbk2"
"Cdh18",9.88092263121398e-67,0.454764251647446,0.922,0.838,4.52230066985401e-62,"Cdh18"
"Ttll5",1.10565679722984e-66,0.415591615294549,0.93,0.806,5.06037002956154e-62,"Ttll5"
"Cntnap5c",1.31890737247513e-66,0.892424037906118,0.899,0.785,6.03637526234417e-62,"Cntnap5c"
"Vamp1",2.27697781504146e-66,0.3375004206881,0.707,0.448,1.04212720638817e-61,"Vamp1"
"Sfxn5",2.861492294477e-66,0.294605233547554,0.916,0.739,1.30964779333623e-61,"Sfxn5"
"Mmp16",1.23291428686493e-65,0.457260670585116,0.958,0.859,5.64280210812343e-61,"Mmp16"
"Cds1",2.02333025157408e-65,0.30951894738427,0.903,0.694,9.26037789540425e-61,"Cds1"
"Il1rapl1",6.74421515410675e-65,0.621427952960833,1,0.997,3.08669239173158e-60,"Il1rapl1"
"Tmtc1",1.23669774630241e-64,0.365625977159775,0.854,0.685,5.66011824527688e-60,"Tmtc1"
"Arhgef6",1.51745204670483e-64,0.324493796815138,0.729,0.474,6.94507452735865e-60,"Arhgef6"
"Laptm4b",2.26849905173406e-64,0.382328309713758,0.942,0.791,1.03824664599764e-59,"Laptm4b"
"Cdh7",4.87182988761378e-64,0.596133396002468,0.725,0.509,2.22973910296308e-59,"Cdh7"
"Grm3",6.90304255506871e-64,0.363005289339032,0.802,0.58,3.15938451660384e-59,"Grm3"
"Magi2",7.08308585105091e-64,0.457426219835135,0.995,0.993,3.24178673230898e-59,"Magi2"
"Xylt1",1.00887033723681e-63,0.281178373738922,0.777,0.508,4.61739775946543e-59,"Xylt1"
"Zfyve9",1.4002778088908e-63,0.362856489271307,0.95,0.87,6.40879147573143e-59,"Zfyve9"
"Gm4258",1.80101765793193e-63,0.310783315555278,0.868,0.632,8.24289761682288e-59,"Gm4258"
"9330182L06Rik",2.13004961987835e-63,0.390803599392633,0.918,0.784,9.74881110025922e-59,"9330182L06Rik"
"Serpini1",3.80109807283136e-63,0.572450949068527,0.978,0.897,1.73968656597346e-58,"Serpini1"
"Dip2a",7.57426137015827e-63,0.300040498460886,0.924,0.785,3.46658794389404e-58,"Dip2a"
"Dlgap1",1.80926298880186e-62,0.458915041632138,1,0.997,8.28063484714835e-58,"Dlgap1"
"Klf3",2.14268829608852e-62,0.273444898810892,0.678,0.412,9.80665579353794e-58,"Klf3"
"Nup93",4.80947713043117e-62,0.260802024787862,0.855,0.637,2.20120149305574e-57,"Nup93"
"Ano3",5.72662337468566e-62,0.375564839257635,0.799,0.57,2.62096098612613e-57,"Ano3"
"Arap2",1.12192729253921e-61,0.441424815562882,0.794,0.593,5.13483683249345e-57,"Arap2"
"Hapln4",1.72831590690408e-61,0.339643447405149,0.651,0.404,7.9101562427186e-57,"Hapln4"
"St3gal6",2.28699402852375e-61,0.317087961756627,0.657,0.413,1.04671142697475e-56,"St3gal6"
"Man2a2",2.87562134368077e-61,0.329855351044123,0.963,0.848,1.31611437657581e-56,"Man2a2"
"Sept4",3.1069514299742e-61,0.448682406326623,0.852,0.689,1.42198953047059e-56,"Sept4"
"Pcnxl2",7.69685892961141e-61,0.254220157229527,0.886,0.649,3.52269839490455e-56,"Pcnxl2"
"LOC102633497",1.99421658019247e-60,0.359577677518285,0.872,0.662,9.12713044422488e-56,"LOC102633497"
"Jmjd1c",2.02427666927893e-60,0.435585822326194,0.975,0.963,9.26470945995581e-56,"Jmjd1c"
"Utrn",2.92182257642177e-60,0.401280561327464,0.957,0.851,1.33725975677672e-55,"Utrn"
"Ctnnd2",3.47861278952115e-60,0.428746129129189,0.993,0.987,1.59209150150804e-55,"Ctnnd2"
"Lmo3",5.94097701009162e-60,0.363659747197231,0.646,0.411,2.71906635797873e-55,"Lmo3"
"Dusp14",1.03534834198627e-59,0.317555542038603,0.796,0.534,4.73858229160276e-55,"Dusp14"
"Arhgap5",4.89616931052796e-59,0.39539837429792,0.974,0.929,2.24087877004243e-54,"Arhgap5"
"Opcml",9.14083559659235e-59,0.619227166208168,0.986,0.952,4.18357763584839e-54,"Opcml"
"Abcb9",1.17402673520801e-58,0.256038566286411,0.82,0.608,5.3732855617e-54,"Abcb9"
"Tmem178",1.48591683594736e-58,0.330421507787687,0.929,0.778,6.80074417476388e-54,"Tmem178"
"Plxdc2",4.59833348890523e-58,0.477927105745728,0.884,0.769,2.10456527120215e-53,"Plxdc2"
"Kcna2",1.56670664127947e-57,0.349840427565108,0.945,0.813,7.1705029558079e-53,"Kcna2"
"Celf2",1.63391885402643e-57,0.403877575559739,0.999,0.995,7.47811981110818e-53,"Celf2"
