Vip/Lamp5,579978640
Vip/Lamp5,439024551
Pvalb,561515555
Vip/Lamp5,561532476
Pvalb,593253205
Vip/Lamp5,570589704
Pvalb,567952169
Pvalb,488440436
Vip/Lamp5,477278032
Pvalb,482444444
Sst,464198958
Vip/Lamp5,582644266
Sst,478412623
Sst,490789494
Vip/Lamp5,586070820
Vip/Lamp5,564409183
Vip/Lamp5,576768088
Unsure,594480606
Vip/Lamp5,535708196
Sst,329241587
Pvalb,586073683
Vip/Lamp5,327997484
Unsure,487352877
Vip/Lamp5,475625477
Pvalb,510706277
Vip/Lamp5,486941367
Pvalb,554807924
Pvalb,485630699
Sst,491029832
Pvalb,510715606
Pvalb,569723367
Vip/Lamp5,504120613
Unsure,557859579
Vip/Lamp5,556922061
Vip/Lamp5,522408506
Pvalb,606346614
Pvalb,478958894
Vip/Lamp5,482521571
Vip/Lamp5,587055109
Sst,328015342
Pvalb,488707768
Sst,313862167
Pvalb,585832440
Pvalb,596808442
Unsure,573404307
Vip/Lamp5,481004298
Sst,569457730
Pvalb,580162374
Pvalb,571314481
Vip/Lamp5,501570114
Vip/Lamp5,477879512
Vip/Lamp5,475585413
Pvalb,491038812
Vip/Lamp5,565213849
Vip/Lamp5,569286299
Sst,569960365
Sst,547616623
Vip/Lamp5,582632160
Pvalb,566756038
Unsure,323535089
Vip/Lamp5,481136214
Pvalb,574067499
Pvalb,330154280
Vip/Lamp5,565723357
Vip/Lamp5,531121585
Unsure,488495740
Pvalb,485184849
Pvalb,591268268
Vip/Lamp5,478110866
Pvalb,478795872
Vip/Lamp5,564410651
Pvalb,586073346
Pvalb,609775336
Unsure,530737765
Vip/Lamp5,562535995
Vip/Lamp5,553561593
Vip/Lamp5,593646143
Pvalb,561519381
Unsure,486513293
Vip/Lamp5,574734127
Pvalb,566563603
Sst,475580568
Pvalb,479298854
Unsure,565417112
Pvalb,586366106
Vip/Lamp5,538162646
Vip/Lamp5,464191630
Vip/Lamp5,524675712
Vip/Lamp5,591396115
Pvalb,471087830
Pvalb,321707833
Vip/Lamp5,583148615
Pvalb,583454722
Pvalb,321707905
Vip/Lamp5,568757860
Pvalb,585952606
Sst,573636382
Vip/Lamp5,524689239
Pvalb,321708130
Pvalb,566543480
Unsure,478891084
Pvalb,484635029
Pvalb,554807988
Vip/Lamp5,562530336
Unsure,594091004
Sst,490173806
Pvalb,478949560
Pvalb,569723405
Unsure,561039262
Vip/Lamp5,327706437
Pvalb,609435731
Vip/Lamp5,569251652
Pvalb,581404810
Vip/Lamp5,482649712
Vip/Lamp5,568447613
Vip/Lamp5,530235049
Pvalb,487400838
Unsure,524074295
Pvalb,487306716
Vip/Lamp5,575001377
Vip/Lamp5,523478821
Unsure,573685602
Pvalb,566674875
Pvalb,566305266
Pvalb,321704734
Sst,473540161
Unsure,579662957
Unsure,467782778
Vip/Lamp5,555345752
Vip/Lamp5,481003593
Pvalb,609183903
Vip/Lamp5,583804142
Pvalb,485048967
Vip/Lamp5,561552455
Unsure,488491186
Pvalb,593618144
Vip/Lamp5,569278799
Pvalb,396369826
Pvalb,566760952
Vip/Lamp5,556968207
Vip/Lamp5,582917630
Pvalb,488501071
Sst,475202388
Pvalb,580161872
Pvalb,585947309
Vip/Lamp5,479220013
Sst,475068599
Vip/Lamp5,519749342
Pvalb,573948335
Vip/Lamp5,569407114
Vip/Lamp5,586071425
Pvalb,561517025
Pvalb,567446579
Vip/Lamp5,479218494
Unsure,488697964
Pvalb,471077857
Vip/Lamp5,584872371
