,0
AP_halfwidth,0.010362694300518172
Down_width,-0.0015544041450776813
UpDown_width,0.0046632124352331775
Width,0.0041450777202072684
Heigth,0.0010362694300518282
ΔV_deep,0.002590673575129543
ΔV_ratio,0.11398963730569953
Slope_deep,0.006735751295336811
ΔV_thrp,0.0046632124352331775
UpDown_ratio,0.013471502590673623
