Vip/Lamp5,439024551
Vip/Lamp5,561532476
Vip/Lamp5,477278032
Unsure,594480606
Vip/Lamp5,486941367
Vip/Lamp5,504120613
Pvalb,606346614
Vip/Lamp5,482521571
Vip/Lamp5,481004298
Vip/Lamp5,477879512
Vip/Lamp5,475585413
Vip/Lamp5,481136214
Vip/Lamp5,565723357
Vip/Lamp5,564410651
Pvalb,586073346
Vip/Lamp5,553561593
Vip/Lamp5,593646143
Pvalb,561519381
Pvalb,566563603
Unsure,565417112
Vip/Lamp5,538162646
Pvalb,566543480
Unsure,594091004
Unsure,561039262
Vip/Lamp5,327706437
Vip/Lamp5,482649712
Unsure,524074295
Vip/Lamp5,555345752
Vip/Lamp5,481003593
Vip/Lamp5,583804142
Vip/Lamp5,569278799
Pvalb,566760952
Vip/Lamp5,479220013
Vip/Lamp5,479218494
Vip/Lamp5,584872371
Pvalb,561330525
Vip/Lamp5,569263301
Vip/Lamp5,514825708
Pvalb,561520050
Vip/Lamp5,564701029
Vip/Lamp5,526545261
Vip/Lamp5,536951541
Vip/Lamp5,565809656
Sst,585955070
Vip/Lamp5,555341581
Vip/Lamp5,526531616
Vip/Lamp5,561985849
Pvalb,554454165
Vip/Lamp5,569615443
Pvalb,581138223
Vip/Lamp5,464188580
Pvalb,579414994
Pvalb,581340781
Vip/Lamp5,567007144
Vip/Lamp5,481003643
Unsure,569073509
Vip/Lamp5,481093098
Vip/Lamp5,563796940
Vip/Lamp5,518750800
Vip/Lamp5,526939383
Vip/Lamp5,564692405
Unsure,578929342
Vip/Lamp5,562632795
Pvalb,593436526
Unsure,584632767
Vip/Lamp5,326734770
Vip/Lamp5,578485753
Vip/Lamp5,523478869
Unsure,523748610
Vip/Lamp5,526936091
Vip/Lamp5,562432852
Vip/Lamp5,490729633
Vip/Lamp5,570921682
Vip/Lamp5,488686369
Pvalb,605889373
Vip/Lamp5,569270348
Pvalb,554443833
Vip/Lamp5,569623233
Vip/Lamp5,515264431
Sst,479905853
Vip/Lamp5,439372920
Vip/Lamp5,473974547
Vip/Lamp5,475619177
Pvalb,606106445
Vip/Lamp5,564425006
Unsure,523708351
Vip/Lamp5,574968354
Vip/Lamp5,482645063
Vip/Lamp5,527104986
Pvalb,585859704
Unsure,593324192
Vip/Lamp5,562682546
Vip/Lamp5,527095729
Vip/Lamp5,522260194
Unsure,560965993
Vip/Lamp5,564438523
Vip/Lamp5,569794458
Pvalb,566673170
Sst,476093220
Vip/Lamp5,482435718
Vip/Lamp5,516880237
Vip/Lamp5,527874431
Pvalb,563380422
Vip/Lamp5,579626068
Unsure,476615310
Unsure,510699928
Vip/Lamp5,473943881
Vip/Lamp5,539014038
Vip/Lamp5,560686477
Vip/Lamp5,469753383
Vip/Lamp5,564349611
Vip/Lamp5,522257166
Sst,555019563
Vip/Lamp5,556914447
Vip/Lamp5,564430168
Vip/Lamp5,578483845
Vip/Lamp5,478107198
Vip/Lamp5,557194325
Vip/Lamp5,564410881
Vip/Lamp5,527579814
Sst,566460800
Vip/Lamp5,565209132
Vip/Lamp5,474283475
Vip/Lamp5,327648537
Vip/Lamp5,569492761
Unsure,565407476
Vip/Lamp5,441000782
Vip/Lamp5,477991293
Pvalb,563620254
Pvalb,581153862
Pvalb,581058864
Vip/Lamp5,527463935
Vip/Lamp5,327962063
Vip/Lamp5,579611597
Vip/Lamp5,482511164
Vip/Lamp5,555734606
Vip/Lamp5,569810649
Vip/Lamp5,560690291
Pvalb,593448793
Vip/Lamp5,569802200
Pvalb,606245618
Vip/Lamp5,536306115
Pvalb,606336338
Pvalb,593579697
Unsure,560992553
Vip/Lamp5,562630201
Vip/Lamp5,555781149
Vip/Lamp5,474652473
Pvalb,563373346
Vip/Lamp5,474267418
Vip/Lamp5,574584859
Vip/Lamp5,487155664
Pvalb,579392973
Vip/Lamp5,565191521
Vip/Lamp5,564770700
Vip/Lamp5,583817628
Vip/Lamp5,482773968
Vip/Lamp5,574914313
Vip/Lamp5,527464013
Vip/Lamp5,526801742
Vip/Lamp5,442627661
Pvalb,554447280
Vip/Lamp5,574577489
Vip/Lamp5,555697303
Unsure,397248752
Unsure,578909807
Pvalb,566304697
Unsure,479771670
Vip/Lamp5,479219923
Unsure,565448436
Vip/Lamp5,514907630
Unsure,593321019
Vip/Lamp5,526943222
Sst,586559181
Vip/Lamp5,593655447
Vip/Lamp5,527089085
Vip/Lamp5,516838734
