"","cluster","AP_median","fi_median","ISI_median","T_v","T_I"
"1","EC0",184.16666666532,0.894957092578199,14.364347826087,-32.1354185740153,238.875
"2","EC1",233.333333335084,0.252807335500974,50.7166666666667,-37.2812525431315,77.7916679382324
