,0
AP_halfwidth,-0.0002188183807439792
Down_width,-0.0015317286652078543
UpDown_width,-0.0014223194748358647
Width,-0.0001094091903719785
Heigth,0.006783369803063455
ΔV_deep,0.009190371991247271
ΔV_ratio,0.014989059080962796
Slope_deep,0.10951859956236323
ΔV_thrp,0.008533916849015288
UpDown_ratio,0.008533916849015288
