,0
AP_halfwidth,0.01126914660831505
Down_width,0.007439824945295359
UpDown_width,0.04201312910284457
Width,0.002954048140043719
Heigth,0.00743982494529537
ΔV_deep,0.022428884026258155
ΔV_ratio,0.029212253829321622
Slope_deep,0.03544857768052512
ΔV_thrp,0.021115973741794268
UpDown_ratio,0.023960612691466043
